0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,0
yt1s.com - Beethovens 5th Symphony,-285.2946472167969,144.67315673828125,-23.03578758239746,23.43180274963379,0.5785529613494873,-1.768607497215271,-2.741939067840576,-2.5379250049591064,-7.068612575531006,-0.3352499008178711,-2.9104790687561035,0.29044824838638306,-1.1229920387268066,-1.2960256338119507,-1.0507805347442627,0.4387993812561035,-2.2034404277801514,2.596114158630371,0.3761727809906006,0.5867881178855896,C
yt1s.com - C Debussy  Prelude No8 La fille aux cheveux de lin  Krystian Zimerman,-580.3375854492188,139.3231658935547,43.83796310424805,3.399867296218872,-0.033854465931653976,-2.3901612758636475,-6.8288397789001465,-8.464794158935547,-7.52133321762085,-5.885152816772461,-3.7204129695892334,-1.327001929283142,0.3123694956302643,0.6490679383277893,-0.0822325125336647,-0.6569913625717163,-0.9080806374549866,-1.6590256690979004,-2.3204596042633057,-1.75943124294281,C
yt1s.com - Chopin  Aeolian Harp Etude Op25 No1,-310.1486511230469,191.56082153320312,-3.164041519165039,-1.9598777294158936,4.562628746032715,-13.13262939453125,-12.016685485839844,-9.164270401000977,-9.671902656555176,-4.8688645362854,-2.7199649810791016,-5.8694562911987305,-6.17230224609375,-5.616078853607178,-4.591685771942139,-5.17306661605835,-7.626169204711914,-6.960228443145752,-5.883304119110107,-8.807811737060547,C
yt1s.com - Chopin  Nocturne in E Flat Major Op 9 No 2,-378.548095703125,197.26242065429688,2.5738167762756348,-0.44551411271095276,18.48577880859375,-1.4158334732055664,-5.215383529663086,-1.3594310283660889,-4.238603115081787,-4.986344814300537,-2.6848530769348145,-2.951901912689209,-2.5436911582946777,-2.188427209854126,-2.9057960510253906,-2.804631233215332,-3.564558267593384,-4.462557792663574,-5.57096004486084,-5.7781758308410645,C
yt1s.com - Claude Debussy  Suite Bergamasque  Clair de Lune,-425.6712646484375,157.1719970703125,51.62861251831055,8.972858428955078,3.1314244270324707,-3.182112216949463,-8.573383331298828,-9.479188919067383,-8.362508773803711,-6.9841108322143555,-5.702457427978516,-4.602406024932861,-3.6049461364746094,-3.4250519275665283,-4.12513542175293,-4.07925271987915,-2.1271727085113525,0.9601969718933105,2.9247031211853027,3.2142229080200195,C
yt1s.com - Daydreaming  Luke Faulkner,-398.84283447265625,158.5285186767578,20.81193733215332,-7.511447429656982,2.045192241668701,-4.757290840148926,-13.902776718139648,-15.405900955200195,-13.060315132141113,-13.450505256652832,-15.92346477508545,-17.460371017456055,-18.214122772216797,-17.797365188598633,-16.096080780029297,-13.304454803466797,-8.766582489013672,-6.881314754486084,-9.45158576965332,-10.742895126342773,C
yt1s.com - Debussy  Arabesque No1  Andantino con moto,-482.1271667480469,184.00875854492188,19.221149444580078,-2.3169188499450684,5.356095790863037,-5.43388032913208,-11.345151901245117,-10.496864318847656,-7.269842147827148,-4.822224140167236,-4.304754257202148,-6.105498313903809,-7.283603668212891,-6.046438694000244,-4.871915817260742,-3.172316789627075,-1.5927517414093018,-2.38625431060791,-3.5824532508850098,-4.719424247741699,C
yt1s.com - Debussy  Rêverie,-433.4427795410156,160.67018127441406,56.730255126953125,7.6081862449646,-0.5032325387001038,-5.409457206726074,-8.662554740905762,-6.945708274841309,-4.671967506408691,-4.039493560791016,-3.0008251667022705,-1.1183067560195923,-0.9152785539627075,-1.4673891067504883,0.3136064112186432,2.141085386276245,-0.05889401584863663,-4.5204997062683105,-6.656229496002197,-5.219606876373291,C
yt1s.com - Erik Satie  Gymnopédies 1 Lent et douloureux 01,-492.6044921875,171.10919189453125,55.199859619140625,10.078365325927734,6.688570499420166,2.257948875427246,-3.425137758255005,-6.817032337188721,-5.995378017425537,-3.0329341888427734,-2.1998085975646973,-2.7309842109680176,-3.348299026489258,-3.2221312522888184,-2.2374541759490967,-2.4940853118896484,-2.1800477504730225,0.8862300515174866,2.193366527557373,0.23814751207828522,C
yt1s.com - Galuppi Sonata No 5 in C Major  1 Andante,-417.13995361328125,143.58067321777344,25.76730728149414,-7.921478748321533,-5.438413619995117,-15.412151336669922,-16.968286514282227,-10.95828914642334,-10.793330192565918,-10.274917602539062,-7.296058177947998,-5.736266136169434,-3.980361223220825,-1.805472493171692,-1.7704166173934937,-3.0205702781677246,-3.4384992122650146,-2.3694205284118652,-0.1139506995677948,0.702436625957489,C
yt1s.com - Georges Bizet  Les Toreadors from Carmen Suite No 1,-247.06813049316406,105.37016296386719,-26.317264556884766,19.951885223388672,-3.0920634269714355,4.335494041442871,-8.025534629821777,0.7138856053352356,-8.783432006835938,-0.35536789894104004,-7.252731800079346,-1.7415603399276733,-3.782569646835327,-1.3314930200576782,-4.875846862792969,1.0125157833099365,-2.851499557495117,0.8141981959342957,-5.355616569519043,-3.5536229610443115,C
yt1s.com - Liszt  Consolation No 3,-446.6900634765625,175.25804138183594,51.48262023925781,3.75243878364563,2.2113327980041504,-0.9034256339073181,-5.803054332733154,-6.2887678146362305,-4.271739959716797,-3.6476547718048096,-2.641333818435669,-0.5342825055122375,-0.7524188756942749,-2.3286828994750977,-1.8526766300201416,-0.8684787154197693,-2.548290967941284,-4.687248229980469,-3.692412853240967,-0.8392078280448914,C
yt1s.com - Ludovico Einaudi  Le Onde Official Music Video,-467.9790344238281,182.54010009765625,13.576794624328613,2.3512558937072754,18.956531524658203,3.7684690952301025,-4.8475213050842285,-4.689369201660156,-3.6920504570007324,-3.1404948234558105,-0.08122928440570831,0.8509610891342163,-1.4067765474319458,-2.3318235874176025,-5.744551181793213,-7.014357566833496,-3.0683250427246094,0.3579064607620239,-0.21384818851947784,-4.415094375610352,C
yt1s.com - Mozart Symphony 40 in G Minor K 550  1 Molto Allegro,-247.7505340576172,147.53334045410156,-29.618566513061523,24.321521759033203,-5.128672122955322,-5.349709510803223,-5.919530868530273,-6.559438705444336,-3.7973129749298096,-2.060046434402466,-4.487636566162109,-0.9127866625785828,-1.3234223127365112,-0.8229701519012451,-1.0400440692901611,0.17164358496665955,-1.5493110418319702,1.558156967163086,-4.2214860916137695,-5.619532108306885,C
yt1s.com - Rossini William Tell Overture Final,-249.46957397460938,125.52286529541016,-7.5001220703125,25.44562339782715,0.5825644135475159,5.313083171844482,-3.914757490158081,0.07697708159685135,-5.8072638511657715,0.004467314574867487,-2.8431286811828613,1.3617154359817505,-2.424757957458496,1.264305830001831,1.0801267623901367,2.5396499633789062,-1.9966204166412354,0.9914308190345764,-3.7442891597747803,-2.207176446914673,C
yt1s.com - SaintSaens  The Swan  Le Cygne    Carnival of the Animals,-331.5963439941406,129.9872589111328,6.5503621101379395,31.638996124267578,9.501068115234375,-0.9667455554008484,-0.6320978403091431,-5.6158552169799805,-3.9547531604766846,-3.3396379947662354,-9.36441421508789,-6.471914291381836,-6.999776840209961,-5.30598783493042,-5.860284805297852,-4.531557559967041,-3.581786870956421,-0.2022528052330017,-0.2592613697052002,2.935927629470825,C
yt1s.com - Schubert  Serenade,-231.04861450195312,107.56041717529297,-10.512870788574219,41.83949661254883,-4.391332626342773,-0.9302972555160522,-5.094654083251953,-0.982304573059082,-9.051514625549316,-6.342770099639893,-10.945676803588867,-4.549225330352783,-7.290836811065674,-3.3317418098449707,-0.08991069346666336,-2.112241506576538,-3.2523844242095947,-2.7723138332366943,-6.606886863708496,0.5999284982681274,C
yt1s.com - Strauss  The Blue Danube Waltz,-250.10916137695312,144.57418823242188,-14.938020706176758,21.442394256591797,-1.1812634468078613,-1.5118803977966309,-5.477707386016846,0.9881575703620911,-4.956563949584961,-3.5786314010620117,-4.305184364318848,-3.154162645339966,-2.6387722492218018,-2.1913280487060547,-3.0851283073425293,0.6004296541213989,-1.2906537055969238,0.6315100193023682,-2.8539159297943115,-3.399214506149292,C
yt1s.com - The Seasons Op 37a No 5 May White Nights,-485.3064880371094,146.62294006347656,14.35428237915039,-14.696457862854004,-2.5953431129455566,-6.355971336364746,-10.184407234191895,-10.078778266906738,-10.241044998168945,-10.706703186035156,-10.090068817138672,-5.509645938873291,-1.3913086652755737,-0.8186736702919006,-1.8261727094650269,-4.942290306091309,-7.75029993057251,-7.269949436187744,-5.63608980178833,-5.064871788024902,C
yt1s.com - W A Mozart Rondo in D major K 485 LIVE,-349.1842346191406,176.0186309814453,-6.8224592208862305,-6.806805610656738,6.37560510635376,-9.397141456604004,-5.213417053222656,-8.184147834777832,-12.844032287597656,-3.9355807304382324,-2.1583523750305176,-2.173889636993408,-1.9019492864608765,-6.803705215454102,-6.465085983276367,-3.696483850479126,-2.3653006553649902,-2.9876747131347656,-4.294681072235107,-2.234708309173584,C
yt1s.com - Yiruma River Flows in You,-326.86383056640625,187.44113159179688,13.09650707244873,0.29435995221138,5.360853672027588,-9.13469123840332,-6.45053243637085,0.16201262176036835,-0.33260679244995117,-4.196465492248535,-8.61904525756836,-10.180109024047852,-5.7407145500183105,-2.2238357067108154,-0.42083144187927246,0.8731053471565247,1.076686978340149,-0.529901921749115,-6.452280044555664,-9.33549690246582,C
yt1s.com - Alok feat John Martin  Wherever You Go Official Music Video,-128.69198608398438,93.4680404663086,11.775952339172363,11.624700546264648,9.656962394714355,5.9555206298828125,-1.8169294595718384,6.561500072479248,-5.7136921882629395,3.126690626144409,2.1410722732543945,3.5695908069610596,-5.675591468811035,0.43249189853668213,-4.890829086303711,0.1511267125606537,-6.648336410522461,1.2736525535583496,-5.311981678009033,0.7684880495071411,E
yt1s.com - Breaks  Noisestorm  Barracuda Monstercat Release,-22.736610412597656,54.75410842895508,2.696803092956543,15.636457443237305,0.5516228079795837,9.230019569396973,0.2981341481208801,8.254094123840332,1.9080857038497925,9.689205169677734,-0.2242307960987091,6.578937530517578,-0.07864850014448166,5.239562034606934,0.14791400730609894,8.095043182373047,1.7486348152160645,6.50191068649292,0.4278402328491211,3.015104293823242,E
yt1s.com - Daft Punk  Harder Better Faster Stronger Official audio,-132.19659423828125,100.08779907226562,-35.74639892578125,22.962604522705078,12.856952667236328,-4.001810550689697,14.373322486877441,1.4097886085510254,2.6736958026885986,4.722148418426514,4.819858551025391,-0.06650393456220627,0.2522750794887543,2.380309581756592,-0.6140103936195374,5.680489540100098,-6.6034345626831055,5.425867557525635,-6.901453495025635,3.663426399230957,E
yt1s.com - Darude  Sandstorm,-207.94078063964844,67.55219268798828,1.5069541931152344,22.13819694519043,4.291964530944824,10.594277381896973,-8.36256217956543,1.6170399188995361,-6.036117076873779,3.95163631439209,-0.6376317739486694,6.639158725738525,-1.1010130643844604,6.802211761474609,3.211158037185669,7.8823957443237305,0.2954391837120056,4.207191467285156,-0.862352192401886,6.1624345779418945,E
yt1s.com - David Guetta  Shot Me Down ft Skylar Grey Lyric Video,-103.23709869384766,93.33869171142578,-5.782349586486816,25.354625701904297,5.71872091293335,4.402184963226318,0.6990288496017456,0.9027842283248901,1.3839600086212158,-2.186699390411377,-3.0569345951080322,-0.11543237417936325,-8.924339294433594,1.991184115409851,-8.138398170471191,-0.9183928966522217,-4.83281946182251,1.8335062265396118,-5.746405124664307,-1.972787618637085,E
yt1s.com - David Guetta  Showtek  Bad ftVassy Lyrics Video,-40.84657287597656,64.54414367675781,-6.870225429534912,8.344137191772461,-2.837003231048584,16.048137664794922,3.4152679443359375,9.15131664276123,2.947756767272949,5.803587436676025,0.5688212513923645,4.137177467346191,-2.220052719116211,1.5348902940750122,-2.1666407585144043,5.570323467254639,-1.3329943418502808,1.8811336755752563,-4.01914644241333,1.8647832870483398,E
yt1s.com - David Guetta  Titanium ft Sia Official Video,-43.76578140258789,71.08929443359375,-11.483345985412598,6.42742395401001,0.015153679996728897,1.7542743682861328,11.377903938293457,-5.488102912902832,2.715012311935425,1.145712971687317,-5.748563289642334,1.6275635957717896,-4.626997947692871,3.011335611343384,-3.7201602458953857,-0.07791365683078766,-3.8325037956237793,3.297426223754883,-5.031966686248779,3.577380418777466,E
yt1s.com - DnB  Feint  Snake Eyes feat CoMa Monstercat Release,-71.61808776855469,48.57177734375,8.009968757629395,26.636869430541992,5.076602935791016,11.145546913146973,-1.510264277458191,5.074960231781006,-3.1651580333709717,6.323199272155762,-3.7811198234558105,4.026691436767578,-5.069408893585205,0.8695038557052612,-2.2969980239868164,3.2871956825256348,-1.9756511449813843,1.8663276433944702,-4.482106685638428,0.036892324686050415,E
yt1s.com - Drumstep  Noisestorm  Breakdown VIP Monstercat Release,-6.690131187438965,61.606563568115234,0.395585298538208,14.62805461883545,1.522316813468933,10.950029373168945,1.6381466388702393,10.227251052856445,1.4140286445617676,7.297103404998779,-1.5530520677566528,5.427189826965332,-1.1854296922683716,4.4715800285339355,-3.748323917388916,2.592982769012451,-3.2869980335235596,3.1513900756835938,-0.8115540146827698,5.114090442657471,E
